loss,acc,val_loss,val_acc
3.133906236061683,31.351213,2.435599198395556,49.9349
2.265008344341386,54.916496,2.0343455694841617,62.42306
2.0403115481017573,62.23431,1.896050102782972,67.43608
1.9212641059628381,66.06908,1.8204886190819018,69.41288
1.8498899764860208,68.41093,1.7525757655049816,71.75663
1.7904315308520669,70.43902,1.7394604999007601,72.12358
1.7519392727840284,71.7004,1.6871280792084606,73.79262
1.7140777245224246,72.67586,1.6527687645319737,74.98817
1.6906694174778123,73.75379,1.6533871293067932,74.74551
1.6625545342441512,74.55718,1.610659452550339,76.33168
1.6387857207402527,75.5668,1.615820540171681,76.13637
1.6220881784493142,75.84135,1.6134753543319125,75.941055
1.606103176047445,76.53973,1.5793077182589155,77.23722
1.5899622558099538,77.08881,1.560878910350077,77.97112
1.5813138422213102,77.3001,1.5602411781296586,77.70479
1.5665860373964193,77.92004,1.5722064262989797,77.39702
1.560156776065286,78.03517,1.546598853486957,78.24337
1.548454890560042,78.4628,1.538065566257997,78.61032
1.5380750123305842,78.81073,1.5480562534296152,78.160515
1.5290188394577398,79.226974,1.529358452016657,78.947685
1.5213582331352389,79.41548,1.5012061595916748,79.953835
1.516482357361056,79.58881,1.5323898087848316,78.527466
1.5093602343609458,79.83047,1.4982482985113605,80.36813
1.4998885607429844,80.14929,1.5069653703407808,79.3679
1.4947099204970757,80.30997,1.5082222575491124,79.78812
1.4899473965409313,80.67055,1.4913391389630057,79.723015
1.4854777593844333,80.78188,1.4820053879961823,80.28528
1.480911396775651,80.91346,1.4899063796708079,80.14915
1.4733767189960247,81.08932,1.4868006006334766,80.261604
1.4692827735352614,81.2753,1.4815103515531078,80.634476
1.462510344374035,81.487854,1.4903435413584565,80.06629
1.4594480657384463,81.796555,1.4757983336846034,80.72917
1.4558118127135613,81.81174,1.4626133726401762,80.77652
1.4551928761516988,81.75607,1.4706200243848744,80.97183
1.4485770380931344,82.09387,1.4792670404369181,80.57529
1.4461207811649028,82.02049,1.4527830183506012,81.35654
1.4401610774067248,82.21027,1.4732343604167302,80.68182
1.4405330427262464,82.30263,1.4811418896371669,80.04262
1.437951936895548,82.40637,1.45661630413749,81.048775
1.4327452104583926,82.62525,1.4542091317249066,81.33878
1.4316700234586894,82.45951,1.4574820606997518,80.93632
1.4267898370379861,82.77708,1.4483945044604214,81.516335
1.4242245617183114,83.03011,1.442438569484335,81.758995
1.4226176780245081,83.03896,1.459279679890835,81.26776
1.4208491125570135,83.00607,1.456480778076432,81.19673
1.4163188407295628,83.329956,1.4344408719828634,82.12003
1.4155453444492478,83.29074,1.445798089558428,81.652466
1.4143398502095026,83.33881,1.4440708697745295,81.98982
1.411951502421607,83.26417,1.4501104634819608,81.45715
1.407540036599163,83.524796,1.4471430588852277,81.29735
1.4078194280385006,83.48178,1.4369479566812515,82.185135
1.405575187486193,83.40208,1.426784974156004,82.53433
1.404735649259467,83.5501,1.446276137774641,81.81226
1.399258177869233,83.76012,1.4422937338099335,81.889206
1.4011139412157931,83.618416,1.434792365991708,81.74716
1.3964616698292103,83.95622,1.4229677351135197,82.309425
1.3934352520506392,84.028336,1.449865240490798,81.49266
1.3957883172672287,83.817055,1.454844162771196,81.107956
1.3888467194097727,84.23203,1.4421716409199166,81.883286
1.3933847137790942,83.947365,1.4332758612704999,81.92472
1.2876106851979305,88.0124,1.3485999635674737,85.067474
1.2560223607399204,89.226974,1.341599495121927,85.07931
1.2407364166699923,89.80895,1.3320102222038037,85.552795
1.2316804812504696,90.21761,1.3342351764440536,85.32789
1.2254180196808417,90.42004,1.3335596910028746,85.15034
1.2205796792922232,90.574394,1.3303697158892949,85.440346
1.2164520900741762,90.72369,1.326670407797351,85.62974
1.2111986900630751,90.88183,1.326033770586505,85.70668
1.204974483961036,91.146255,1.3252299649245811,85.64749
1.2017760999772231,91.268974,1.3197828576420292,85.978935
1.1984575427978146,91.56377,1.3281133224566777,85.33381
1.195001867618638,91.64853,1.3223286162723193,85.57055
1.1942444829323031,91.61943,1.3233964470299808,85.552795
1.1905955207492658,91.735825,1.3248748038754319,85.68301
1.186661832921418,91.893974,1.3220611928087291,85.80138
